id,token,amount,source_wallet,destination_wallet,created_at
3zVe1XM779K48A7nqc6QvSTFusV1iP1DahRpNYEmHkGv,ETH,0.0075,0xfef75b27d4ae3d5228bcc2912f9cdceafe5f82e3,0x474716e617fea8898d4fa9d891aa67b5bedd6c4b,2023-01-20 22:44:11
3ZwvvGVZdrNqdkBEdHYUrgJUaciWmNJFUAfsStyp5hyS,ETH,0.0064,0xdba62cba66bf4296208552d0495a0f05fed4214d,0x14cb60f6aca2b2a68d975743bacb33f01f587da5,2023-01-22 15:49:59
3zx6uMqRfPaysg4vvh5gaRFoAJxXkpXz6XDHZo5ZbEgo,ETH,0.0015,0xecebd57146ddfb8eceec4098f20097ba7a1e7fd2,0x65ed9a7cd4890e23ac5bc8d51498ae955af00724,2023-01-24 09:18:11
3ZX9FCwPSisHFuXPeHxxH8dc5RQCftyc14k5whnEa96n,ETH,0.0006,0xd9cc36d5085f60058f40032091999536be826329,0xf64bbc221f89cc882fba507908bbe4ae3ad2f470,2023-01-22 07:16:47
41edWoTWq7KYphnQ6wbHyfyZDgPT29yf7CeJEs48F8V1,ETH,0.0005,0xc6326e5d3c128c38595134021a30af0c15916285,0xf427ebbeb0aee1b06c99333001009188b5086934,2023-01-23 12:13:23
41jAgkYrEUXWNHUCDEVjfjHKFi9EPMSRhXArcX8zFbmo,ETH,0.00045,0x38824d4f8d54b59e951c533c172dc11cc7c1bd97,0xdd866169dbcf639ed57f0020c5c9f4f4e1aab263,2023-01-22 06:13:35
41NCTkxiyaJzsv3UQakXAAa9du2bGrW5rGnDxDZ9y5a3,ETH,0.00072,0xa31b8dc9b58c71ecc78895214659f8cb36d98727,0x99b36fdbc582d113af36a21eba06bfeab7b9be12,2023-01-23 23:32:11
41QmdK4NYsan2xUTATTM5YMwSfFPdxZ6NQMM6uaFB1Dy,ETH,0.001,0x035e8a0a57f24fd10d447c6ce44524513dd6e09c,0x035a1f3419dd223293e5411133d9c786f5885425,2023-01-18 06:27:35
41wvkrkMsXMTX7aotxjTLKGPHpQpUmpyUpm4AFbQ8Toz,DAI,11.0,0x275dca1b2425b185b769f70a263a2a5d3d377182,0x0ea26051f7657d59418da186137141cea90d0652,2023-01-24 17:37:47
42bDaSkDVfoqBv8VqsDjPgaVRxiCo1RpBxd5mSTQsCce,DAI,50.0,0xf632ce27ea72dea30d30c1a9700b6b3bceaa05cf,0x8d860d4f254ed45946f5fb0e3243c1db63a4ea2f,2023-01-25 05:44:47
42d7sUMpxiBDYVHX43LSGB5w3RjYc8aGRmrSVFHHnW3H,DAI,1.0,0xb88529b224692c249a81c2ffb68a146c8d9a77cc,0xfbca78474a09e2bf3543f4fc1037152ea2c6c32d,2023-01-19 13:11:35
42dJ5tiFYPj9F8Ygdu9g93GLe6k3pkMkGhXtx9YQdyYh,DAI,1.2,0x5f05ed08e67cbd71e5f4819146c5409f405baee7,0xcbbd18d3ac27ab0fffd04bccd091b2802c92e0ca,2023-01-20 08:48:59
42iMyMRHCqyy2gXPoYb72o7XAQFPhAmTWFouvfx2jtHh,DAI,1.0,0xf3ad97364bccc3ea0582ede58c363888f8c4ec85,0x65ed9a7cd4890e23ac5bc8d51498ae955af00724,2023-01-17 19:16:23
42muwZE3K9mXfwTW97JBbLGbQvZMhHHt5ym7G3PkE4XN,ETH,0.00073,0x7d95b2616cc64b0775785d2f198e38f09c426666,0x1208a26faa0f4ac65b42098419eb4daa5e580ac6,2023-01-25 03:52:23
42NxfTxj3v324tkoTazNGZyJSZy21QypGyLJF6CLSDdx,DAI,1.58,0xab7b49bacd43bd4cfa41433d477f690bb9e1fb26,0xfbca78474a09e2bf3543f4fc1037152ea2c6c32d,2023-01-18 08:49:23
42qh4UQEcXpasN6Bcux1XEbt38Pjwo82t2V81jXkKYHr,ETH,0.003394139863247019,0xeffa7160bf041cd550924bd5839d7122d5e02663,0xf64bbc221f89cc882fba507908bbe4ae3ad2f470,2023-01-24 10:24:59
42RQzDN5TgbJVCMEHoqXkK9hsSkkbZCCbMaUbRqhd8ep,ETH,0.007,0xa908cc36b87732cfa468ccc869d45437a4f7c4f4,0x41dde2dc7f718d5f764fc97e8d122864587642d4,2023-01-22 08:08:23
42VVA9zLsCfwoE1Q5UmirWCsKx9V6yigheB1ZgStMCpp,ETH,0.001,0xd498f99bafd467c5d06556d433ba89e52686f74b,0xf427ebbeb0aee1b06c99333001009188b5086934,2023-01-25 10:01:47
42yUrC75GZu6pXu4mU2PYsM4me85Yh4H63tYp6p9u2QQ,ETH,0.0012,0x20f888f7ecadb3b2cc2c103c4fd3994f3c9acda8,0xfbca78474a09e2bf3543f4fc1037152ea2c6c32d,2023-01-22 09:27:35
42Z9MtajXJpnx9SkKh1Xkshv7PBgKrSEBYmNGWm6yCMQ,ETH,0.00064,0xf51ce4614232337920ad06bb718dafb6103bde02,0x3c8281c8786ab29bcab5b33566968f8011ea6a59,2023-01-17 20:18:47
42zSB6LXLTijsP2kodYArSVPq2TMAtWULvrgAsTXo4Gj,ETH,0.00072,0x422ae0b01477634dc62309d7b6d0cf64c2656a89,0x99b36fdbc582d113af36a21eba06bfeab7b9be12,2023-01-24 01:07:23
433b9hgnFcm4zcqvEKpxPzFXfcAV1UPKrgUaT4aHGqPt,DAI,10.0,0x41105a64a7ae18bd6c31363ef5fd99dd574f7874,0x4574e76cbb9891a90d46b0788cc4094b9275b61e,2023-01-24 01:12:11
43GjA1WW57aCJXpFvkAacKbbBfdg5kR8QMUiyP1XgJbR,ETH,0.0011,0x231919835aa6c37092ba56200e477a39d31f25b2,0xb0b0c51d98d3c49f7a5e61735db4f084d62954a1,2023-01-18 21:22:23
43KFrNmjADLbxYZR4piYbgrB9yxk7N6jWMseC4CFLpTq,DAI,1.0,0x98a274bb5b21cf554a0a80a5bbd41fe74caedfa2,0xe07b0f3c2a669b656476e4d6a054f4922d539d3d,2023-01-20 01:37:35
43MrhSQqrq27HsTM7dSmGoYVjbXFmUsMUxNgZnhjSD7A,ETH,0.00067,0x3f165f0b35c9dcca2c74b6a8e62ef41b175197f9,0x8d860d4f254ed45946f5fb0e3243c1db63a4ea2f,2023-01-19 03:04:47
43o3TE8pBwvGbYcQB57u9NWPtxenu5ARAhnpoL87ZRbi,ETH,0.0006,0x44f7ba612a1d28aab1375173616591045021eddb,0x1a6ef6cc28cf60aa0504cfb21cdffa48cfe3a8fb,2023-01-22 06:34:59
43qXjyaepxQSBByEJ87pL2KZAArrxJgpZoW87Lme2cFH,ETH,0.00074,0x3f75f7c6155f8022d5e4ae7cdd2dee55e0ac7363,0x99b36fdbc582d113af36a21eba06bfeab7b9be12,2023-01-23 23:41:35
43UkCQRHHLX8ZjHc1LN8KZeiaWQFXgoQuMM4ksVa8uuy,ETH,0.001,0x6f3d305026cb005ca24c0b0bb79562a4cff5b96d,0xce849efc35a0a0a046e67c76b477c5432e4ba58b,2023-01-18 07:12:23
43YBhmiKKt7S2ay7ose15ao6exVa5LYZyqLBvnaB13BZ,ETH,0.0007,0xb08106f197c98ff682041a99c545732267c63b26,0x18aa467e40e1defb1956708830a343c1d01d3d7c,2023-01-23 09:55:47
44b73b3evSU4eHhg8VD4FwhgsKG6GuFt8rR83aYdgLkf,ETH,0.0006,0x5c87d2486f4efa3ee2cda8cfc140a4a04de7c5fe,0x1a6ef6cc28cf60aa0504cfb21cdffa48cfe3a8fb,2023-01-22 07:11:59
44cFDULRW7zZk8XswfYWS2jNJPVqv6QtvhvokjFtFo4T,ETH,0.00045,0x4f64a42bfe485177de552560e64422780d5d8249,0xf427ebbeb0aee1b06c99333001009188b5086934,2023-01-22 06:15:11
44CsMaFur8y4ZbtBTEk2nuVpP4KToZfuUAUBu58kYjw6,ETH,0.00072,0x3899c67ce90b5ca7526bcfec438e2b59379d4700,0x41dde2dc7f718d5f764fc97e8d122864587642d4,2023-01-25 03:50:59
44dmAcRym3Z2joMoeBws4a8c7iUX4KB2BvXeGVa1qS9g,ETH,0.0007,0xe7d519dc174df0329ef2363c7a3fb90c1d295422,0x48f2696fb6fab7ac0956175b2e25b456e61b3fcf,2023-01-25 06:37:47
44FB9wpm2MNsRYyQbNEdcX1mLL5nsTvgktLZ6ReiwHew,DAI,10.0,0x41105a64a7ae18bd6c31363ef5fd99dd574f7874,0x221966004b2001a0da1274024d67cd09febd0b94,2023-01-24 01:12:11
44GUcnjQZyeEv2GcgZDatdwucK2F7Vs5UkxTxJdxoHL7,ETH,0.00074,0x338002e58faf68a857d3fbce43a8990fb472facc,0x99b36fdbc582d113af36a21eba06bfeab7b9be12,2023-01-23 12:14:23
44gVrdMnfmh126zJnxmhUEhCLw4qJ3MzipDwmxFznmuS,ETH,0.00128,0x677133cbf3784c8e58a7e2c3649d8e0bfb42848e,0xf64bbc221f89cc882fba507908bbe4ae3ad2f470,2023-01-18 00:39:11
44tSRjbFoH4j32BSxTXbBWWkayaczMdaEFJrTniHok9Q,ETH,0.00073,0x1fbac37821df162c7ce793270f2c289e8b2c208b,0x1208a26faa0f4ac65b42098419eb4daa5e580ac6,2023-01-24 06:55:59
44YzuZRoGaGhGMgK1GRSaWKzSjoSqy7N2U9K4DFcR1JS,DAI,3.0,0xf339d41f20b1d5260eb8e9eb1782a21cb2c5e0e0,0x1c4a70eadecc48e436efd0e997445d71df57a4ed,2023-01-19 19:52:11
454Aa1pdjJXQGRiE91NcPpDNo3wy3Nzbf7uhvWM7t78Y,ETH,0.001,0x99275c79cf020bb926eff376053c2f207cc55df6,0xe07b0f3c2a669b656476e4d6a054f4922d539d3d,2023-01-17 13:03:23
454G9zamtYGVQiQpiAdcwV3wyo3ALevkazV4NvfEWGq5,ETH,0.00045,0x0e04898b24c68f22866ec1c4839335052989c88a,0x5b625088ee2e0e9e3d0bd8ab6ba3839d68886d2d,2023-01-21 21:23:59
456LfNfGLcPT3DpKqkhGRfWVQH6CcjWDTwKj8k3YBYBD,ETH,0.0006,0xf6b980c7f7360dc0bf7460ee0762c717bbbb86ec,0xd2993e8217063c72bbe8c736404c7fc02adc9761,2023-01-22 07:17:35
456W3dDC1wPVGxoKSsXPBHYTeHsNQVJ9hfFj7wCwB6xt,ETH,0.0005,0xe64113140960528f6af928d7ca4f45d192286a7a,0x86579ebce57605929da73d8ce17f40960c3b052a,2023-01-17 21:35:59
45A8rvHoWdPDUakLvNsTAPaSg35JJq3kW7wBXQZjp7xf,ETH,0.001,0x8efd27a5a585e2220d3d013f24722d8474eaa6f9,0xb6e780438882f2daa11da0972807f4d12166af8b,2023-01-17 15:50:23
45cHSpacD8QVk4u5Um8xqanyA5Y7sGyxHwgEL7QL7PQZ,DAI,10.0,0x6d6c769feeac0e05b64f3d7a7f86a66e07daa623,0x1a6ef6cc28cf60aa0504cfb21cdffa48cfe3a8fb,2023-01-21 12:00:47
45FRCU5BQsSNmv2BJQEeXD3GtsaaYUdjh58nqPkGuH7b,ETH,0.0008,0x6f655d8376d85d528d0abf7fb6fd4ea7075c9a6d,0xd6b97e042d03edbdc100eb55fbe43eb75f2e3036,2023-01-19 04:51:23
45jskrqpNpLBVmycsAHrEaTeXrWbaDxWeL3gYdtCGCjq,ETH,0.00063,0xaff17968fd266b1cbf69c19b8be90fc167d8d3ef,0x41dde2dc7f718d5f764fc97e8d122864587642d4,2023-01-18 15:06:11
45Qnnbh8FBuptdc8y4FSD2TowMqofrkrGLyh2RMvBGby,DAI,2.0,0x5c7291e18c3ecf30e14ccf1dcd646c0ca3309113,0x18ddbb6e344b11eedff5a49fa0c0f1a03cc1097e,2023-01-18 04:51:47
45rLdY73Nm7aLw65tXCcZn4vVUnJDPu7uz2FnJPhRd1k,DAI,1.0,0xf55d40d1e5255a639ab36834f93d44ce8125e047,0xf427ebbeb0aee1b06c99333001009188b5086934,2023-01-19 09:00:59
45v9MhkosDcz4ShjJgyNHqckKvDP3Q5jEocuDniCDwFp,ETH,0.0008,0x7e0305db11088ec12ab00b7d68f26ab31f722027,0x2dee5d7e77a1212b21139bc1d98b249dcc52055d,2023-01-22 23:24:23
45wFwKJv4VH1nfWW8kWNnG5J815EJBZK1BHHBeFDBjcq,ETH,0.001,0x100f82b00e6488ae8c2c6cda5f3162c0fc0107da,0xf64bbc221f89cc882fba507908bbe4ae3ad2f470,2023-01-19 08:36:35
45XU1LfL7HApzYeWh8aLMMdNvQbRrW7keBmZmSga5rr4,ETH,0.0003,0xa71c40350d5545bc45a7ff03e90fdf685c792e1d,0x315e6c37077cc5772709bb7fecd6d7606b4443c4,2023-01-25 09:44:23
45ys4wTnipnhgenAiWEsFu1aWn5mzoya1GBy4fE8noCe,DAI,1.0,0xe43f6352cbbb43a286f77d7dbc9348fb9a4344c9,0xfc148c92062ae30d788d48031b89b45237f27af7,2023-01-19 11:25:11
45zgiAGkkvVeb9TWzQNRjmDJMz9DKiJbZEpQf6hN5CNS,ETH,0.0007,0x95ed18b12380fd9b02f511bff815bda073185d72,0x57ea12a3a8e441f5fe7b1f3af1121097b7d3b6a8,2023-01-23 11:46:35
468XhiH1Q6Lpbvw7DEwUHWnWGZB1xzJJrLLyPq1S5P27,DAI,6.0,0x83c23c573838fc52152956e0be7551c2800cee15,0x78dc08c6f14e26b2c91edae9a6e03eed7ae5218b,2023-01-19 07:27:59
46aghwPDwZUy6Ah9kiEaD9BnkZqqLBtiADBSBN3EXqmF,ETH,0.00045,0x38824d4f8d54b59e951c533c172dc11cc7c1bd97,0xb6e780438882f2daa11da0972807f4d12166af8b,2023-01-22 06:13:35
46BB1zFGXJ9iMVR5YfE7UMDEqPrr4P8VavdksgpJoNgh,ETH,0.000705,0x3dbaa423956599188d686d7d156cb28a9e0a81d1,0x29c40842a76b0aa28865ebf7c916ec820233b7bb,2023-01-24 06:06:59
46bkEgfqrKQKZYBdJVmbVnbF4S7M9Jyi7usPPrHaYTkP,ETH,0.00071,0x2cba7cd4b4b380269d41088301811216619044cf,0x8d860d4f254ed45946f5fb0e3243c1db63a4ea2f,2023-01-19 09:42:35
46GKCRCWhVpXDZJFtYh9ihSFBdaob6ygQ98jVvUweBYT,ETH,0.00071,0x24e3ae3631df865a9196ce76f5c5be1bff296939,0x2af4125c8fe208a349ef78d3cb980308ab1ed34f,2023-01-24 06:33:23
46h22aXyzBGJwxbTeqnxHvmXEXjLh7NaGuck9ocCd1CY,ETH,0.00074,0xec2f7b373873184e6a0e82bbf5490d52bc7fac9c,0x57ea12a3a8e441f5fe7b1f3af1121097b7d3b6a8,2023-01-24 10:13:35
46iEdowtc6rhRJsCV637op5C3am8bnyPpMaBbHxskLGT,ETH,0.001,0xe679d21696f2d833e1d92cf44f88a78e796756a3,0x14cb60f6aca2b2a68d975743bacb33f01f587da5,2023-01-20 21:31:11
46iwSrTzVGcPpydRsFe2irSmyu4cJtF9v7sqBYmwG6Eo,ETH,0.001,0xe679d21696f2d833e1d92cf44f88a78e796756a3,0x29c40842a76b0aa28865ebf7c916ec820233b7bb,2023-01-20 21:31:11
46jBiba171EyF3LpLA5Qsg43q4EaEf49foK6Vs9VCD24,ETH,0.00064,0x7359d046576e285458c73260cb0172d542c37669,0x9d120bee68ed792884d340f911d8434306b28605,2023-01-18 09:32:23
46k4vrEUYcrsg6fdDkmy3LKRnpBqCZ6m37mZXPeGkcwr,ETH,0.0001,0x425d8a3f3dc894d2ec4785a048178f421711e91b,0xd2584c1cf7e3ff11957195732d380dc886f5f05b,2023-01-24 21:38:11
46ojZVL6NpH64dAHyVUzSKZ5t59H2ziUMdL3WEwfzrYE,ETH,0.00066,0x5e7656951bf2b75ded912a4a51ae0732f950edad,0x14cb60f6aca2b2a68d975743bacb33f01f587da5,2023-01-19 06:17:23
46Pm698RzqzHad17CVKkS5kXxucHVWedAYfUnXwHaaf5,DAI,17.0,0x8073639b11994c549eda58fc3cd7132a72aadf10,0xb0b0c51d98d3c49f7a5e61735db4f084d62954a1,2023-01-17 16:12:47
46RejnsvxCAHjJkNmJJMLJDVmeaJYS6NA75Wdt7orTKZ,ETH,0.0015,0xbec1ef472b3f3c10aeb731ec00847af3df6cf7e0,0xcbbd18d3ac27ab0fffd04bccd091b2802c92e0ca,2023-01-20 05:06:11
46RoMsfx3f9kEGfYZBWXgZUNawhaYeykoZrUmbrdpK29,ETH,0.00045,0x66d13d86a066fbbb9ab164087f1af0e2ae0b9d77,0x5b625088ee2e0e9e3d0bd8ab6ba3839d68886d2d,2023-01-22 06:18:23
46wYHvaNskkPmwVx77373v7qyqFmaKchAB2RddxzQqNK,ETH,0.00045,0x66d13d86a066fbbb9ab164087f1af0e2ae0b9d77,0xf64bbc221f89cc882fba507908bbe4ae3ad2f470,2023-01-22 06:18:23
46WZ4J8QRYEMerr7oFuYtUPy2khXdQdX3bmoLdZAwqvr,DAI,1.0,0xce849efc35a0a0a046e67c76b477c5432e4ba58b,0x48f2696fb6fab7ac0956175b2e25b456e61b3fcf,2023-01-22 22:13:35
475huKfTyFx6Nd5AEte7q62vCZUeKRv18UuV4DXQ8fab,ETH,0.0007,0x057a484ae712f7a753b461d9f172d5d2dd69bf69,0xf64bbc221f89cc882fba507908bbe4ae3ad2f470,2023-01-25 07:43:47
47PxQVxUEm43DzU4fTNG9w11N3dHG4FbzFZfdfkv8shF,ETH,0.0006,0xc8609af221dc552173d3c1d8f45156080feca8c6,0xd6b97e042d03edbdc100eb55fbe43eb75f2e3036,2023-01-22 07:05:47
47qjMXdCMCW9xd234Wet9a2rSCucPKWGBuXVLXYYu8hw,DAI,10.0,0xacf4c2950107ef9b1c37faa1f9a866c8f0da88b9,0x29c40842a76b0aa28865ebf7c916ec820233b7bb,2023-01-20 21:48:11
47XsPLq9hrbEHMbynnmj8gRRp9XFMwuxVVr47dNg3eyx,ETH,0.003394139863247019,0xeffa7160bf041cd550924bd5839d7122d5e02663,0x0ea26051f7657d59418da186137141cea90d0652,2023-01-24 10:24:59
4872NDcKL2z2xQ3CDLsG9irg85zqWCiPfGGyaiC7NiPV,ETH,0.0062,0x9d2bb90260feb4380beb2f8cc94e729e1e2e5885,0x5b625088ee2e0e9e3d0bd8ab6ba3839d68886d2d,2023-01-21 17:33:11
487Cdu1uMX5BnVVhvEAFjJp8vmE2xXwdW9Rqg9Am8EnA,DAI,20.0,0x94794eb4db41c1a24cc602a411b02641fedff5fd,0x474716e617fea8898d4fa9d891aa67b5bedd6c4b,2023-01-17 23:58:23
48BJGZLjeCpQwmRqcFo1vWHhRhTmoAqvhwWdZFwHTxi8,ETH,0.0006,0x5c87d2486f4efa3ee2cda8cfc140a4a04de7c5fe,0xd6b97e042d03edbdc100eb55fbe43eb75f2e3036,2023-01-22 07:11:59
48fF2AsPMX6oVWpuBp4M1fJP8SgyUFg4eAM228VSgeDb,ETH,0.00065,0x377280d8d87415873da035d8d6d2ff4f0d9b9c54,0x41dde2dc7f718d5f764fc97e8d122864587642d4,2023-01-19 22:28:59
48ftPLqyoakHaWG1LzKT5jZ8D2eNvony1Lv7xiaq4Mm4,ETH,0.0007,0x23cb767bb485ad1d062082f8316dae5c7a11d68b,0x41dde2dc7f718d5f764fc97e8d122864587642d4,2023-01-23 01:53:47
48kAymYBpzQPFEf6tFjFyb6t7gNmGovfXdSu3zKFnjbg,ETH,0.00074,0x551007a0deb6c4d06acee53db8499247f6f53f62,0x99b36fdbc582d113af36a21eba06bfeab7b9be12,2023-01-25 03:06:47
48mwpUb4UfUFtTEBEuubKCTMeonTj1tLioidWiwLbtei,ETH,0.00045,0x4f64a42bfe485177de552560e64422780d5d8249,0x41dde2dc7f718d5f764fc97e8d122864587642d4,2023-01-22 06:15:11
48oGNCBnHzYMCckwX9HuCQLepzjeiSNY9y9CznTciFWV,ETH,0.0002,0x8e7bd3dc5a41971455a7e5af99c3ab77766b964e,0x4574e76cbb9891a90d46b0788cc4094b9275b61e,2023-01-18 06:15:59
48ojtwdSbMSugWb6FKeNbs3Gazswzi4emktPJ5CfkCmK,ETH,0.006,0xadadf197db75e10d58bbbd61612c33c21ee973d8,0x14cb60f6aca2b2a68d975743bacb33f01f587da5,2023-01-22 23:39:23
48Q8vKjZmTozUTK9v6iqAkxCKKjaJKpPVuLQCankZtKh,DAI,1.0,0x9241f27daffd0bb1df4f2a022584dd6c77843e64,0x474716e617fea8898d4fa9d891aa67b5bedd6c4b,2023-01-19 12:41:23
48rTJepQqanid2PoQJfXv7qoK9uWR4Uwpe3JPLhXHxdH,ETH,0.001,0x30b3bbdb92eeb77f0c3394bfaf26a44767ec1bd0,0x1c4a70eadecc48e436efd0e997445d71df57a4ed,2023-01-21 10:08:35
48vLxczSerC7ZFim4F8N7o7AxYGBBL81q8o9yiJwhbEs,ETH,0.0015,0x0b1f82456d0e71e3f73d4cca8f86dc56b2452301,0x41dde2dc7f718d5f764fc97e8d122864587642d4,2023-01-24 11:24:59
48Yd8scwJKyZVEXxByCSzSNmoit9Y3aPwDa14hAGiWAc,ETH,0.0007,0xfd9346bb6be8088a16632be05c21536e697cd514,0x5b625088ee2e0e9e3d0bd8ab6ba3839d68886d2d,2023-01-25 09:12:47
48ykNMUDR5L7y7uETNEtr65XezxgPyTVGxPy9BLjLi5N,ETH,0.00072,0x8b38ca93216006702ffed320f26f78228dada80e,0x1208a26faa0f4ac65b42098419eb4daa5e580ac6,2023-01-25 02:21:47
491aXgbFD45wig5pHnDW3iLAwrZVpyWA83X4cdyrChCH,ETH,0.00122,0x140063a309fa9cab5f50c55ffd4fae592177a263,0x8d860d4f254ed45946f5fb0e3243c1db63a4ea2f,2023-01-21 07:27:23
493owCzJ1bnNCYW76gGiSFZn48C7p3a5WFSMKuEsU6Vg,ETH,0.0062,0xccca484b4191303dddb9db60ca1120ab667e22a2,0x5b625088ee2e0e9e3d0bd8ab6ba3839d68886d2d,2023-01-22 17:07:47
4961MguUjee3G8HRpX2QVFbs9Dta3UryonQfVz61pL6m,DAI,1.2,0x5f05ed08e67cbd71e5f4819146c5409f405baee7,0x1c4a70eadecc48e436efd0e997445d71df57a4ed,2023-01-20 08:48:59
497tiaZrEPgxCjFzPxfBLMe3zhtiaZw7EDcfT2QQ7pVB,DAI,5.0,0x94a0321182f95b4b54537a6dd78df5750df3513c,0xb0b0c51d98d3c49f7a5e61735db4f084d62954a1,2023-01-18 15:39:35
498FHhVR6TNVGLqoBcq2jeMgLP3zGjpCtAvWgkocwpi8,ETH,0.001,0x2c8a3d21c197797197cd590eb8ab2a0676dc648e,0xf427ebbeb0aee1b06c99333001009188b5086934,2023-01-19 15:29:11
498Md8pYZz5aXgt9Ra1UnQbYKQjZyhvc7RkbYnuMNJzC,ETH,0.0007,0x65ad2bf7e09af2597c140df6386a3003d0f5f8ee,0xfd9f8a0f4bdeac72f08af1c708023cc31dd2e3be,2023-01-19 09:01:35
49aD5c2EHbJ2YXG115DhtFNUDeZRZKFYcCPb27Q29s9H,ETH,0.001,0x035e8a0a57f24fd10d447c6ce44524513dd6e09c,0x371ca2c8f1d02864c7306e5e5ed5dc6edf2dd19c,2023-01-18 06:27:35
49C5fMyKnrWdZ1XBEu8njiWgepgLeJZtUVkGBcak513c,ETH,0.00074,0x5cc10b6f86e70c871f12594202931ce372179e8c,0x18aa467e40e1defb1956708830a343c1d01d3d7c,2023-01-24 03:10:11
49dig3ZZedX6nS3ZGeTYCcuYxa5Cq8KRScbzXDUECqyN,ETH,0.001,0x035e8a0a57f24fd10d447c6ce44524513dd6e09c,0xd2584c1cf7e3ff11957195732d380dc886f5f05b,2023-01-17 16:16:47
49fgH7wkEL3AKAMgVizouQgQEjyJpEcxCCApCiK37gDU,ETH,0.005,0x37c2a74bf47bf2295127bca9fabcc7b334823c27,0x1c4a70eadecc48e436efd0e997445d71df57a4ed,2023-01-24 01:50:47
49hEAoDjjTEwW5cshWG5jp4cRLs6ASRjzc5FwTseJEZX,ETH,0.00083,0xe397dd922a12149dc346c405c89c4cdbf5ae99fc,0xd6b97e042d03edbdc100eb55fbe43eb75f2e3036,2023-01-19 13:49:23
49KQdFTJXUW9K1PM69KLwZRbVAKi3cDruU5sMhDdRuv9,DAI,9.0,0x5a5d9ab7b1bd978f80909503ebb828879daca9c3,0x2dee5d7e77a1212b21139bc1d98b249dcc52055d,2023-01-21 12:43:11
49LcbXRQYt9iEJWPSDhpM1Eo6DRGLfL2KNBD1N12oGgB,ETH,0.0012,0xb53163dc09dd6fcaf116205660f37b1a5aab863e,0x0f7272f8873b68b2a2f52685311822d831afc8b4,2023-01-18 07:21:11
49ovbwkRua9upJvPn1b8jn7ckn2FjaT8wX4L2QQWvMtj,ETH,0.00065,0xadbc3cbb5e284f387e309ba127eb7e1e9b8f695c,0x65ed9a7cd4890e23ac5bc8d51498ae955af00724,2023-01-22 22:47:23
49PJNz5D6mbyaDMHPMCfbgH4rZCanECeQ2Fa8drSXAqT,ETH,0.001,0x968a0e5603c5d4dbf24cbd7df562921d158ad19c,0xfd9f8a0f4bdeac72f08af1c708023cc31dd2e3be,2023-01-21 05:05:11
49PrVPujubgfcmA9MC5EZHj1153yuucs8EkrQpMmizGn,ETH,0.0001,0xe28033a9bd54202d5f2487dd2c8518f48f4f07c2,0x1c4a70eadecc48e436efd0e997445d71df57a4ed,2023-01-24 11:25:35
49qPUr5eQqLRnyZ3jMnuK2EU8xJv5nnvskHXh2tbZVEe,ETH,0.001,0x5c0265dcfbeea7a363098483fe4910052d4dd668,0xd2993e8217063c72bbe8c736404c7fc02adc9761,2023-01-20 05:47:11
49t1ig6XcpNosaGaVTxcPprCsTPxJvVQEoGc6H1ckYut,ETH,0.008,0x6b579bacffea19b002271d448a62b161f754401a,0x0f7272f8873b68b2a2f52685311822d831afc8b4,2023-01-20 23:11:59
4a22bZLpmGdVQTJsqkPZR4F6D6zHLssMiD25YDfD9TC5,DAI,1.0,0xb88529b224692c249a81c2ffb68a146c8d9a77cc,0x0ea26051f7657d59418da186137141cea90d0652,2023-01-19 13:11:35
4A6wFBAn7LZKtRos9SySUppUw33pEUWxsycNyzVEznPz,ETH,0.00074,0xb8e01d47abe8b2f8cd9c33850106c7968d345397,0x08a3c2a819e3de7aca384c798269b3ce1cd0e437,2023-01-23 23:04:35
4A9x42eahLxBzUVnRSeiuZQFiquunp4RWvALt4d23SKk,DAI,2.5,0x53d09055e5b96b676816b1bcbbc20ff00df6f8ab,0xb0b0c51d98d3c49f7a5e61735db4f084d62954a1,2023-01-24 05:58:23
4aC6Hk2ppC9evxmxFsM8jr9qXLVVMXG3vtJrJY629JRQ,ETH,0.015,0x4e3aa6092cd50ddafcb3e091990ede029f18653b,0x78dc08c6f14e26b2c91edae9a6e03eed7ae5218b,2023-01-19 12:25:59
4Acy8qft7Xw3J8ZEc5r1JeAftNjEpX1vm1NxKTvgjbLL,ETH,0.00067,0x61724fd38d1fa48435edf44e7de3e2b8cd00c5d3,0x78dc08c6f14e26b2c91edae9a6e03eed7ae5218b,2023-01-18 10:23:35
4aggv7GC9rQGqmsKodWwD54w4v2XZariEvCr3KPM7b3A,ETH,0.00063,0xe29abe7f8662018d501eba2d74f21361d6811b45,0x65ed9a7cd4890e23ac5bc8d51498ae955af00724,2023-01-20 18:39:23
4AK3ZwuSQQoaCs52iasax9faBgLgkdw77KzVdVvdPPgE,DAI,1.0,0x7f722b8b013ac7bd654b3b102acc7573a32db9bc,0x4574e76cbb9891a90d46b0788cc4094b9275b61e,2023-01-23 20:35:59
4aLaDv3YNaKCh3iB4qUyrRsM3wbhxqshbKKzE1sHRYqE,ETH,0.0013,0xd2602c7bdfc9f413974e944280bbfae275d1b1b6,0x8d860d4f254ed45946f5fb0e3243c1db63a4ea2f,2023-01-21 05:49:23
4AmCbS57efKFL74iCpEY44vzkZGJMhMWWLgY9XCj1emH,DAI,2.0,0xf5fe364d18f4a5a53badce9a046ba74cfc97f6fb,0x16d46098e455a04cf7f3e43c3b2706614fdbec85,2023-01-19 18:04:35
